order_id,food_id,booking_time,id,quantity
FFB00429,food34,2023-04-10 09:27:26.815151,ID0089,1
FFB00186,food34,2023-04-07 14:07:44.815151,ID0039,5
FFB00078,food12,2023-04-06 02:39:41.815151,ID0049,3
FFB00196,food11,2023-03-27 22:35:56.815151,ID0078,3
FFB00196,food36,2023-04-15 00:49:07.815151,ID0035,1
FFB00161,food33,2023-04-03 15:58:58.815151,ID0099,2
FFB00296,food26,2023-04-10 10:28:15.815151,ID0047,4
FFB00190,food13,2023-03-31 13:55:03.815151,ID0058,1
FFB00257,food35,2023-04-18 16:37:06.815151,ID0042,3
FFB00159,food31,2023-03-29 23:54:16.815151,ID0081,1
FFB00398,food22,2023-04-07 19:00:51.815151,ID0009,4
FFB00131,food29,2023-03-28 20:43:45.815151,ID0070,5
FFB00164,food37,2023-04-21 16:18:31.815151,ID0041,3
FFB00028,food38,2023-04-11 21:04:39.815151,ID0013,4
FFB00351,food29,2023-04-09 08:20:46.815151,ID0075,5
FFB00137,food33,2023-03-26 05:36:22.815151,ID0091,5
FFB00187,food44,2023-04-23 04:56:42.815151,ID0043,4
FFB00146,food35,2023-04-01 11:42:25.815151,ID0022,1
FFB00409,food24,2023-04-14 13:42:03.815151,ID0014,1
FFB00328,food22,2023-04-15 19:22:18.815151,ID0034,4
FFB00002,food36,2023-03-31 01:09:44.815151,ID0023,4
FFB00052,food42,2023-04-15 08:42:30.815151,ID0032,3
FFB00020,food27,2023-03-26 20:50:14.815151,ID0070,4
FFB00003,food18,2023-04-11 02:37:54.815151,ID0011,4
FFB00442,food32,2023-04-16 19:59:09.815151,ID0055,3
FFB00094,food23,2023-04-23 20:41:43.815151,ID0095,1
FFB00424,food15,2023-04-07 13:31:25.815151,ID0100,4
FFB00447,food24,2023-04-03 16:33:20.815151,ID0035,5
FFB00216,food44,2023-03-27 22:13:30.815151,ID0055,3
FFB00490,food07,2023-04-01 01:43:04.815151,ID0040,2
FFB00241,food36,2023-04-13 08:19:45.815151,ID0044,1
FFB00217,food12,2023-04-01 05:01:39.815151,ID0066,4
FFB00275,food09,2023-03-28 14:40:05.815151,ID0046,5
FFB00252,food40,2023-04-12 08:07:43.815151,ID0006,2
FFB00148,food44,2023-04-15 10:57:10.815151,ID0013,3
FFB00370,food11,2023-04-13 21:54:25.815151,ID0096,2
FFB00209,food03,2023-04-09 20:39:52.815151,ID0006,5
FFB00270,food27,2023-04-20 05:32:37.815151,ID0090,4
FFB00091,food07,2023-04-09 06:17:07.815151,ID0014,1
FFB00441,food42,2023-04-22 09:00:45.815151,ID0017,4
FFB00452,food43,2023-04-05 14:02:30.815151,ID0021,2
FFB00074,food10,2023-03-28 06:55:30.815151,ID0029,2
FFB00112,food13,2023-04-17 09:21:37.815151,ID0035,1
FFB00368,food18,2023-04-18 22:32:26.815151,ID0065,2
FFB00277,food25,2023-04-07 21:10:56.815151,ID0047,5
FFB00368,food34,2023-04-22 04:47:20.815151,ID0012,2
FFB00208,food11,2023-04-09 21:40:38.815151,ID0014,2
FFB00373,food23,2023-03-26 17:06:40.815151,ID0044,3
FFB00109,food18,2023-04-17 17:38:24.815151,ID0083,2
FFB00231,food19,2023-04-05 00:41:46.815151,ID0006,2
FFB00078,food44,2023-04-18 07:27:50.815151,ID0029,3
FFB00040,food42,2023-03-30 16:18:18.815151,ID0078,4
FFB00206,food14,2023-04-17 03:47:56.815151,ID0069,5
FFB00305,food41,2023-04-04 04:53:00.815151,ID0028,1
FFB00418,food45,2023-04-15 19:44:48.815151,ID0037,2
FFB00205,food34,2023-04-16 00:19:14.815151,ID0001,4
FFB00441,food18,2023-04-07 15:24:23.815151,ID0097,5
FFB00165,food28,2023-04-20 03:24:51.815151,ID0037,4
FFB00067,food15,2023-04-03 12:51:08.815151,ID0075,5
FFB00144,food22,2023-04-18 08:35:26.815151,ID0100,5
FFB00305,food16,2023-04-08 15:01:43.815151,ID0004,5
FFB00022,food24,2023-04-12 09:14:02.815151,ID0013,1
FFB00209,food22,2023-04-22 21:25:17.815151,ID0019,3
FFB00178,food24,2023-04-21 06:52:28.815151,ID0074,2
FFB00222,food09,2023-04-24 09:48:30.815151,ID0007,2
FFB00478,food13,2023-04-11 21:39:30.815151,ID0006,1
FFB00226,food02,2023-04-23 22:38:42.815151,ID0086,2
FFB00107,food16,2023-04-20 05:08:01.815151,ID0013,2
FFB00130,food27,2023-04-03 06:28:42.815151,ID0071,5
FFB00079,food35,2023-04-23 10:45:49.815151,ID0038,3
FFB00198,food28,2023-04-13 08:03:23.815151,ID0054,2
FFB00102,food03,2023-04-02 15:04:02.815151,ID0004,5
FFB00339,food02,2023-04-03 17:08:42.815151,ID0071,3
FFB00197,food17,2023-04-19 12:10:59.815151,ID0031,2
FFB00239,food27,2023-03-26 09:52:46.815151,ID0074,5
FFB00218,food27,2023-03-27 20:29:25.815151,ID0061,2
FFB00028,food03,2023-04-07 16:07:15.815151,ID0015,1
FFB00458,food12,2023-03-25 02:02:55.815151,ID0073,5
FFB00418,food37,2023-03-25 22:28:24.815151,ID0093,3
FFB00457,food26,2023-04-24 03:24:59.815151,ID0089,5
FFB00058,food26,2023-04-01 07:53:20.815151,ID0013,1
FFB00243,food18,2023-03-31 00:20:08.815151,ID0026,4
FFB00320,food43,2023-03-29 20:48:10.815151,ID0050,2
FFB00028,food18,2023-04-08 07:03:22.815151,ID0063,3
FFB00045,food45,2023-03-29 09:10:16.815151,ID0030,3
FFB00408,food10,2023-04-03 06:47:33.815151,ID0045,3
FFB00080,food34,2023-04-03 09:34:16.815151,ID0095,4
FFB00188,food25,2023-04-15 22:03:06.815151,ID0071,2
FFB00308,food43,2023-04-05 21:02:30.815151,ID0008,4
FFB00340,food06,2023-04-03 06:18:17.815151,ID0028,3
FFB00460,food38,2023-04-13 15:34:19.815151,ID0072,3
FFB00320,food08,2023-03-31 01:27:00.815151,ID0094,4
FFB00498,food27,2023-04-03 03:20:58.815151,ID0033,3
FFB00277,food29,2023-04-12 08:59:30.815151,ID0096,2
FFB00323,food34,2023-04-07 20:04:52.815151,ID0019,1
FFB00337,food42,2023-04-12 05:43:21.815151,ID0067,3
FFB00064,food38,2023-04-22 23:41:51.815151,ID0083,1
FFB00039,food44,2023-03-26 02:11:53.815151,ID0014,5
FFB00137,food38,2023-03-29 21:30:24.815151,ID0011,1
FFB00138,food27,2023-04-23 13:49:44.815151,ID0087,3
FFB00251,food13,2023-03-29 00:35:24.815151,ID0072,2
FFB00305,food05,2023-04-04 03:04:21.815151,ID0070,1
FFB00266,food06,2023-04-20 15:51:35.815151,ID0008,4
FFB00292,food45,2023-04-21 23:25:25.815151,ID0041,3
FFB00447,food05,2023-04-13 00:36:09.815151,ID0095,5
FFB00009,food28,2023-04-21 01:04:53.815151,ID0050,3
FFB00033,food21,2023-03-30 18:26:20.815151,ID0031,1
FFB00217,food36,2023-04-15 13:44:50.815151,ID0049,3
FFB00424,food01,2023-04-23 23:23:31.815151,ID0008,3
FFB00420,food11,2023-04-03 20:18:03.815151,ID0009,3
FFB00156,food04,2023-03-30 00:34:00.815151,ID0085,2
FFB00245,food07,2023-04-20 19:47:05.815151,ID0030,3
FFB00057,food12,2023-04-03 18:14:59.815151,ID0035,5
FFB00444,food19,2023-04-01 21:33:39.815151,ID0012,5
FFB00138,food33,2023-04-11 06:11:22.815151,ID0007,4
FFB00341,food14,2023-04-22 07:25:08.815151,ID0019,2
FFB00192,food43,2023-04-04 03:18:45.815151,ID0051,1
FFB00205,food27,2023-03-30 17:27:23.815151,ID0008,1
FFB00485,food24,2023-03-25 19:42:27.815151,ID0084,3
FFB00318,food45,2023-04-11 12:13:37.815151,ID0004,1
FFB00343,food41,2023-04-22 12:01:47.815151,ID0038,3
FFB00484,food36,2023-04-11 02:50:04.815151,ID0090,3
FFB00295,food09,2023-04-11 21:40:31.815151,ID0051,5
FFB00082,food22,2023-03-24 14:02:34.815151,ID0025,4
FFB00278,food16,2023-03-25 16:13:47.815151,ID0075,4
FFB00484,food32,2023-04-18 21:15:56.815151,ID0090,4
FFB00423,food40,2023-03-28 13:44:23.815151,ID0091,3
FFB00303,food36,2023-04-12 09:47:19.815151,ID0063,3
FFB00334,food15,2023-04-20 01:48:00.815151,ID0023,4
FFB00251,food37,2023-04-04 15:29:34.815151,ID0093,5
FFB00451,food13,2023-03-24 15:19:05.815151,ID0093,2
FFB00265,food44,2023-04-02 21:48:58.815151,ID0025,1
FFB00415,food20,2023-03-31 21:58:54.815151,ID0038,4
FFB00187,food28,2023-03-27 23:29:48.815151,ID0044,4
FFB00043,food01,2023-04-18 03:54:58.815151,ID0068,4
FFB00353,food21,2023-04-01 04:17:05.815151,ID0044,3
FFB00444,food24,2023-04-23 03:45:04.815151,ID0009,4
FFB00283,food23,2023-04-17 09:24:57.815151,ID0040,1
FFB00393,food06,2023-03-28 16:05:01.815151,ID0037,2
FFB00463,food30,2023-03-26 12:37:15.815151,ID0096,5
FFB00330,food39,2023-04-07 05:31:46.815151,ID0061,1
FFB00184,food28,2023-04-18 05:24:09.815151,ID0043,3
FFB00489,food03,2023-04-03 04:36:08.815151,ID0062,1
FFB00228,food03,2023-04-07 10:05:14.815151,ID0063,2
FFB00385,food05,2023-04-15 18:12:18.815151,ID0019,1
FFB00475,food32,2023-04-19 15:39:06.815151,ID0042,4
FFB00120,food04,2023-03-25 11:07:07.815151,ID0099,2
FFB00102,food41,2023-04-13 13:05:35.815151,ID0059,3
FFB00403,food35,2023-03-31 11:43:17.815151,ID0074,1
FFB00192,food33,2023-03-27 10:22:50.815151,ID0038,5
FFB00232,food01,2023-04-15 03:40:23.815151,ID0058,3
FFB00358,food29,2023-04-09 00:41:43.815151,ID0077,3
FFB00172,food31,2023-04-08 09:29:01.815151,ID0080,5
FFB00432,food09,2023-04-20 15:41:12.815151,ID0040,4
FFB00076,food28,2023-04-17 16:11:01.815151,ID0039,4
FFB00229,food20,2023-03-28 17:09:11.815151,ID0016,2
FFB00009,food09,2023-04-10 18:21:53.815151,ID0040,1
FFB00403,food26,2023-04-16 04:38:07.815151,ID0007,2
FFB00035,food38,2023-04-09 18:00:11.815151,ID0078,5
FFB00110,food19,2023-04-24 04:20:45.815151,ID0021,2
FFB00138,food18,2023-04-10 06:03:24.815151,ID0025,5
FFB00287,food02,2023-04-23 17:24:27.815151,ID0052,1
FFB00235,food12,2023-04-21 00:16:26.815151,ID0100,5
FFB00119,food37,2023-04-17 00:26:57.815151,ID0009,1
FFB00292,food03,2023-04-23 14:42:12.815151,ID0052,1
FFB00082,food43,2023-04-18 03:45:47.815151,ID0073,1
FFB00347,food09,2023-04-07 01:54:38.815151,ID0088,1
FFB00439,food39,2023-04-22 03:21:33.815151,ID0006,4
FFB00148,food20,2023-04-01 19:14:45.815151,ID0087,3
FFB00345,food25,2023-03-25 21:01:56.815151,ID0032,4
FFB00037,food25,2023-04-14 02:22:13.815151,ID0091,1
FFB00287,food03,2023-03-31 09:03:34.815151,ID0059,1
FFB00324,food03,2023-04-07 06:11:25.815151,ID0017,5
FFB00298,food30,2023-04-06 06:45:26.815151,ID0099,4
FFB00033,food36,2023-04-19 15:56:13.815151,ID0100,5
FFB00088,food16,2023-04-08 14:02:06.815151,ID0020,5
FFB00205,food29,2023-04-02 10:55:30.815151,ID0095,3
FFB00119,food40,2023-04-03 23:49:27.815151,ID0078,5
FFB00342,food11,2023-03-27 08:30:58.815151,ID0019,3
FFB00155,food29,2023-03-25 08:50:54.815151,ID0098,5
FFB00087,food21,2023-03-28 11:54:21.815151,ID0058,1
FFB00005,food06,2023-03-28 01:33:02.815151,ID0067,3
FFB00085,food35,2023-04-19 13:14:31.815151,ID0023,3
FFB00051,food42,2023-04-21 22:50:52.815151,ID0009,2
FFB00385,food31,2023-04-22 18:25:19.815151,ID0066,4
FFB00046,food33,2023-04-07 07:18:58.815151,ID0017,3
FFB00222,food23,2023-03-24 23:50:21.815151,ID0057,4
FFB00317,food01,2023-04-15 19:21:53.815151,ID0089,4
FFB00368,food40,2023-04-05 15:05:22.815151,ID0009,4
FFB00289,food38,2023-04-08 09:22:21.815151,ID0015,5
FFB00381,food14,2023-04-02 04:02:43.815151,ID0097,2
FFB00060,food04,2023-04-11 22:48:42.815151,ID0054,2
FFB00185,food25,2023-04-19 04:48:24.815151,ID0095,3
FFB00116,food40,2023-04-08 00:03:54.815151,ID0043,2
FFB00467,food42,2023-04-10 04:01:45.815151,ID0087,4
FFB00388,food21,2023-04-01 18:22:11.815151,ID0001,4
FFB00292,food06,2023-04-15 08:28:46.815151,ID0058,3
FFB00486,food40,2023-04-13 03:50:03.815151,ID0072,4
FFB00255,food26,2023-04-22 08:20:31.815151,ID0017,2
FFB00343,food19,2023-04-21 21:35:51.815151,ID0081,2
FFB00383,food20,2023-04-20 21:32:36.815151,ID0071,3
FFB00431,food25,2023-03-31 17:25:12.815151,ID0001,3
FFB00251,food38,2023-04-20 19:11:52.815151,ID0009,3
FFB00241,food22,2023-04-06 13:01:39.815151,ID0003,2
FFB00226,food44,2023-04-18 09:01:00.815151,ID0030,3
FFB00498,food38,2023-03-28 02:11:08.815151,ID0075,4
FFB00393,food02,2023-04-17 21:44:07.815151,ID0009,5
FFB00355,food26,2023-04-09 04:45:33.815151,ID0026,4
FFB00451,food19,2023-04-23 13:05:45.815151,ID0086,4
FFB00244,food36,2023-04-20 09:14:32.815151,ID0077,5
FFB00132,food32,2023-04-02 07:52:06.815151,ID0091,5
FFB00027,food42,2023-04-07 18:03:55.815151,ID0011,4
FFB00056,food25,2023-04-20 04:00:33.815151,ID0079,5
FFB00030,food03,2023-04-11 15:35:56.815151,ID0078,1
FFB00308,food02,2023-04-09 09:42:41.815151,ID0079,5
FFB00368,food19,2023-04-12 04:33:17.815151,ID0095,2
FFB00366,food39,2023-04-09 19:47:11.815151,ID0072,2
FFB00176,food01,2023-04-16 02:31:53.815151,ID0010,4
FFB00426,food08,2023-04-09 06:51:09.815151,ID0049,1
FFB00002,food27,2023-04-13 05:12:56.815151,ID0024,3
FFB00069,food11,2023-04-05 10:29:06.815151,ID0031,2
FFB00009,food39,2023-03-25 21:30:28.815151,ID0025,4
FFB00133,food32,2023-04-23 01:48:31.815151,ID0077,5
FFB00298,food38,2023-04-05 07:16:03.815151,ID0096,1
FFB00244,food08,2023-04-04 12:12:58.815151,ID0030,2
FFB00375,food29,2023-03-28 11:11:59.815151,ID0041,4
FFB00386,food31,2023-03-27 08:33:15.815151,ID0065,2
FFB00334,food34,2023-03-25 00:22:01.815151,ID0015,2
FFB00015,food02,2023-04-23 13:32:16.815151,ID0077,4
FFB00142,food12,2023-04-17 11:38:54.815151,ID0077,3
FFB00288,food28,2023-04-13 18:45:06.815151,ID0064,3
FFB00408,food34,2023-03-30 04:45:16.815151,ID0093,2
FFB00173,food25,2023-04-24 02:53:22.815151,ID0017,1
FFB00264,food20,2023-04-05 19:12:54.815151,ID0096,4
FFB00280,food22,2023-04-05 20:58:07.815151,ID0016,2
FFB00230,food44,2023-04-22 01:59:21.815151,ID0086,2
FFB00230,food28,2023-03-26 18:06:49.815151,ID0027,4
FFB00260,food23,2023-04-18 17:44:55.815151,ID0058,3
FFB00250,food16,2023-04-03 09:16:19.815151,ID0008,3
FFB00485,food07,2023-04-07 18:16:11.815151,ID0018,2
FFB00211,food11,2023-03-25 10:41:06.815151,ID0097,1
FFB00161,food07,2023-04-17 02:48:10.815151,ID0094,2
FFB00072,food14,2023-04-10 18:02:59.815151,ID0010,2
FFB00368,food38,2023-04-01 05:38:30.815151,ID0079,1
FFB00171,food01,2023-03-28 08:55:24.815151,ID0036,2
FFB00201,food32,2023-04-02 05:59:35.815151,ID0046,3
FFB00438,food15,2023-04-19 07:20:02.815151,ID0062,1
FFB00271,food03,2023-04-04 16:22:22.815151,ID0030,2
FFB00469,food24,2023-04-02 03:17:01.815151,ID0040,5
FFB00428,food25,2023-04-22 02:38:51.815151,ID0022,5
FFB00283,food33,2023-04-02 21:56:55.815151,ID0064,5
FFB00256,food35,2023-04-09 21:20:39.815151,ID0020,2
FFB00488,food37,2023-04-15 16:53:01.815151,ID0071,1
FFB00097,food36,2023-04-18 13:55:12.815151,ID0094,5
FFB00039,food18,2023-04-09 23:04:24.815151,ID0093,5
FFB00403,food26,2023-04-04 05:40:38.815151,ID0031,5
FFB00307,food26,2023-03-30 14:36:35.815151,ID0023,5
FFB00380,food22,2023-04-22 11:33:51.815151,ID0036,5
FFB00398,food14,2023-04-01 03:24:28.815151,ID0003,3
FFB00015,food15,2023-04-05 20:07:37.815151,ID0077,4
FFB00496,food45,2023-04-08 16:26:56.815151,ID0064,3
FFB00130,food35,2023-04-15 22:31:34.815151,ID0027,3
FFB00471,food14,2023-04-07 08:07:03.815151,ID0021,5
FFB00474,food17,2023-04-02 00:00:34.815151,ID0030,4
FFB00130,food06,2023-04-03 20:38:20.815151,ID0100,2
FFB00201,food07,2023-04-23 06:41:03.815151,ID0062,5
FFB00067,food16,2023-04-24 07:31:48.815151,ID0027,3
FFB00327,food17,2023-04-10 09:30:54.815151,ID0021,2
FFB00204,food39,2023-04-15 03:49:44.815151,ID0004,2
FFB00247,food17,2023-04-08 13:53:22.815151,ID0004,4
FFB00058,food33,2023-03-26 11:36:40.815151,ID0067,2
FFB00413,food15,2023-04-03 12:27:02.815151,ID0094,4
FFB00139,food21,2023-04-14 10:26:50.815151,ID0030,2
FFB00009,food28,2023-04-19 13:20:14.815151,ID0092,2
FFB00318,food09,2023-04-14 11:45:18.815151,ID0024,2
FFB00239,food02,2023-04-14 05:55:19.815151,ID0058,5
FFB00077,food37,2023-03-27 00:54:44.815151,ID0072,3
FFB00247,food10,2023-04-05 01:53:17.815151,ID0063,3
FFB00302,food16,2023-04-06 03:15:16.815151,ID0060,3
FFB00371,food17,2023-03-29 00:55:16.815151,ID0064,1
FFB00147,food06,2023-04-06 12:21:58.815151,ID0017,5
FFB00209,food35,2023-04-17 06:38:59.815151,ID0035,1
FFB00225,food26,2023-03-29 18:12:51.815151,ID0074,4
FFB00302,food10,2023-04-10 09:05:09.815151,ID0062,3
FFB00120,food03,2023-04-02 12:22:13.815151,ID0001,2
FFB00452,food35,2023-03-25 08:23:56.815151,ID0056,2
FFB00096,food09,2023-04-19 14:46:01.815151,ID0049,3
FFB00411,food23,2023-04-07 22:03:00.815151,ID0061,5
FFB00067,food24,2023-04-05 03:50:06.815151,ID0073,5
FFB00382,food16,2023-04-07 22:10:42.815151,ID0022,3
FFB00066,food19,2023-04-24 04:16:59.815151,ID0027,1
FFB00072,food17,2023-04-13 14:18:24.815151,ID0020,3
FFB00204,food18,2023-03-31 09:38:37.815151,ID0044,5
FFB00398,food44,2023-04-19 23:33:33.815151,ID0066,2
FFB00195,food36,2023-03-28 07:39:10.815151,ID0097,2
FFB00125,food12,2023-04-20 14:42:17.815151,ID0037,5
FFB00004,food05,2023-04-01 11:39:15.815151,ID0013,3
FFB00277,food27,2023-04-03 18:09:51.815151,ID0023,2
FFB00121,food12,2023-04-18 16:16:22.815151,ID0100,4
FFB00461,food24,2023-04-09 10:55:53.815151,ID0012,4
FFB00011,food26,2023-04-12 04:07:30.815151,ID0073,5
FFB00062,food24,2023-03-31 07:12:03.815151,ID0013,2
FFB00429,food45,2023-04-02 02:50:19.815151,ID0018,5
FFB00228,food08,2023-03-29 02:34:11.815151,ID0002,2
FFB00305,food44,2023-03-27 00:51:55.815151,ID0027,5
FFB00375,food27,2023-04-10 03:02:57.815151,ID0022,2
FFB00293,food05,2023-04-22 11:35:25.815151,ID0029,2
FFB00340,food14,2023-04-07 18:45:11.815151,ID0019,5
FFB00424,food38,2023-04-16 21:56:46.815151,ID0084,4
FFB00479,food27,2023-04-03 13:09:14.815151,ID0026,1
FFB00245,food29,2023-03-30 22:13:39.815151,ID0081,5
FFB00230,food29,2023-03-28 08:04:26.815151,ID0059,1
FFB00040,food37,2023-04-07 07:49:35.815151,ID0012,2
FFB00370,food02,2023-04-10 07:33:03.815151,ID0074,1
FFB00269,food45,2023-04-20 06:44:17.815151,ID0079,5
FFB00436,food45,2023-04-03 04:35:32.815151,ID0038,1
FFB00094,food26,2023-04-19 19:01:30.815151,ID0004,1
FFB00368,food08,2023-04-15 03:58:49.815151,ID0027,5
FFB00464,food38,2023-04-12 09:46:08.815151,ID0023,2
FFB00141,food37,2023-03-30 13:15:19.815151,ID0052,1
FFB00305,food34,2023-04-14 05:33:50.815151,ID0028,2
FFB00242,food02,2023-03-28 07:38:49.815151,ID0042,1
FFB00449,food02,2023-04-17 20:25:24.815151,ID0081,4
FFB00438,food42,2023-04-20 19:18:41.815151,ID0055,5
FFB00394,food36,2023-04-20 19:21:50.815151,ID0029,4
FFB00470,food04,2023-04-06 13:32:13.815151,ID0018,3
FFB00090,food13,2023-04-03 02:21:13.815151,ID0043,2
FFB00123,food37,2023-04-10 12:11:57.815151,ID0041,4
FFB00097,food06,2023-04-08 01:53:14.815151,ID0031,5
FFB00268,food16,2023-03-29 17:04:46.815151,ID0035,3
FFB00434,food27,2023-04-04 03:13:55.815151,ID0031,4
FFB00142,food44,2023-03-25 00:30:13.815151,ID0027,3
FFB00067,food03,2023-04-10 19:14:09.815151,ID0063,2
FFB00143,food01,2023-04-08 11:47:26.815151,ID0073,1
FFB00176,food38,2023-04-04 02:21:37.815151,ID0094,2
FFB00118,food04,2023-04-10 19:35:26.815151,ID0067,2
FFB00318,food06,2023-04-14 16:10:27.815151,ID0088,2
FFB00066,food38,2023-03-24 23:33:10.815151,ID0083,2
FFB00307,food34,2023-04-21 23:40:59.815151,ID0030,5
FFB00431,food04,2023-04-12 23:08:17.815151,ID0055,3
FFB00192,food25,2023-03-28 17:13:13.815151,ID0020,1
FFB00313,food26,2023-04-01 03:41:37.815151,ID0054,5
FFB00223,food33,2023-04-14 19:21:56.815151,ID0097,5
FFB00184,food24,2023-04-17 06:49:18.815151,ID0082,1
FFB00050,food05,2023-03-28 19:47:38.815151,ID0010,3
FFB00462,food18,2023-04-17 10:58:03.815151,ID0003,2
FFB00010,food14,2023-04-06 19:49:57.815151,ID0089,3
FFB00228,food02,2023-04-21 02:42:09.815151,ID0070,4
FFB00095,food36,2023-03-31 20:54:35.815151,ID0100,3
FFB00335,food41,2023-03-28 15:56:50.815151,ID0094,5
FFB00034,food25,2023-04-17 11:13:56.815151,ID0075,4
FFB00061,food31,2023-04-14 23:54:39.815151,ID0056,3
FFB00448,food04,2023-04-20 14:04:45.815151,ID0044,4
FFB00344,food34,2023-03-29 16:43:00.815151,ID0043,3
FFB00319,food22,2023-03-28 11:47:27.815151,ID0070,4
FFB00268,food43,2023-04-18 16:37:19.815151,ID0049,4
FFB00268,food16,2023-04-11 02:27:49.815151,ID0047,5
FFB00308,food33,2023-04-19 16:25:03.815151,ID0009,1
FFB00096,food43,2023-04-11 20:01:41.815151,ID0026,1
FFB00200,food09,2023-04-17 09:18:27.815151,ID0088,2
FFB00469,food18,2023-04-12 10:08:34.815151,ID0032,2
FFB00053,food30,2023-04-11 05:28:47.815151,ID0053,2
FFB00295,food38,2023-04-22 22:31:29.815151,ID0090,2
FFB00344,food05,2023-03-25 15:20:03.815151,ID0072,3
FFB00368,food08,2023-03-29 10:43:34.815151,ID0099,4
FFB00303,food32,2023-04-03 11:00:34.815151,ID0004,4
FFB00343,food19,2023-03-25 20:44:35.815151,ID0018,4
FFB00129,food29,2023-04-03 04:15:12.815151,ID0091,4
FFB00344,food21,2023-04-14 08:28:20.815151,ID0005,4
FFB00043,food06,2023-03-27 07:40:31.815151,ID0098,1
FFB00172,food23,2023-04-19 15:18:41.815151,ID0011,5
FFB00494,food08,2023-03-30 00:53:06.815151,ID0087,5
FFB00203,food11,2023-04-16 02:17:53.815151,ID0014,4
FFB00159,food12,2023-04-13 19:12:03.815151,ID0023,4
FFB00215,food06,2023-04-17 04:44:47.815151,ID0086,4
FFB00342,food04,2023-03-29 20:46:28.815151,ID0002,5
FFB00500,food27,2023-04-19 17:47:50.815151,ID0073,4
FFB00307,food11,2023-03-30 13:58:17.815151,ID0026,1
FFB00134,food41,2023-04-16 09:53:24.815151,ID0085,1
FFB00297,food21,2023-03-25 06:01:39.815151,ID0097,5
FFB00191,food29,2023-04-04 02:06:57.815151,ID0089,2
FFB00388,food30,2023-04-23 16:05:10.815151,ID0081,1
FFB00370,food43,2023-04-06 11:38:37.815151,ID0096,2
FFB00168,food42,2023-03-26 03:18:50.815151,ID0029,1
FFB00467,food30,2023-04-06 17:47:11.815151,ID0062,5
FFB00384,food15,2023-04-09 01:34:52.815151,ID0061,4
FFB00326,food12,2023-03-25 19:38:53.815151,ID0092,5
FFB00382,food08,2023-03-29 21:21:11.815151,ID0038,4
FFB00105,food02,2023-04-19 16:01:15.815151,ID0047,1
FFB00072,food34,2023-04-09 18:39:43.815151,ID0018,2
FFB00007,food09,2023-04-22 04:21:01.815151,ID0064,2
FFB00459,food14,2023-03-29 06:48:40.815151,ID0014,4
FFB00025,food28,2023-03-27 19:41:32.815151,ID0015,4
FFB00008,food19,2023-04-17 00:27:34.815151,ID0075,4
FFB00241,food09,2023-04-23 06:33:32.815151,ID0006,1
FFB00099,food37,2023-04-16 17:53:30.815151,ID0019,4
FFB00223,food13,2023-03-28 15:57:07.815151,ID0032,5
FFB00398,food32,2023-03-26 19:58:47.815151,ID0015,4
FFB00403,food36,2023-04-04 00:20:50.815151,ID0044,1
FFB00195,food05,2023-04-23 16:56:36.815151,ID0066,1
FFB00175,food24,2023-04-23 07:36:09.815151,ID0050,5
FFB00431,food04,2023-04-19 08:55:11.815151,ID0012,3
FFB00145,food32,2023-04-24 00:17:07.815151,ID0099,5
FFB00405,food21,2023-04-07 21:01:21.815151,ID0054,5
FFB00164,food04,2023-04-08 02:11:10.815151,ID0016,3
FFB00163,food28,2023-04-22 20:34:04.815151,ID0025,3
FFB00078,food18,2023-04-23 12:31:13.815151,ID0062,3
FFB00032,food10,2023-04-04 17:07:23.815151,ID0001,2
FFB00307,food06,2023-03-31 03:05:13.815151,ID0017,4
FFB00029,food20,2023-04-19 01:38:02.815151,ID0005,5
FFB00388,food41,2023-04-19 02:30:49.815151,ID0062,5
FFB00379,food21,2023-03-26 00:04:08.815151,ID0069,5
FFB00342,food02,2023-04-09 00:34:24.815151,ID0050,1
FFB00371,food31,2023-03-26 00:06:41.815151,ID0011,5
FFB00195,food43,2023-03-27 18:50:21.815151,ID0025,5
FFB00260,food09,2023-04-03 03:48:46.815151,ID0058,2
FFB00030,food43,2023-04-05 10:37:18.815151,ID0013,2
FFB00429,food16,2023-03-30 15:42:41.815151,ID0002,1
FFB00485,food24,2023-04-12 19:16:58.815151,ID0064,5
FFB00244,food29,2023-04-10 06:07:58.815151,ID0042,4
FFB00252,food08,2023-03-25 02:35:43.815151,ID0085,5
FFB00395,food22,2023-04-04 01:57:07.815151,ID0027,4
FFB00216,food25,2023-04-04 04:39:59.815151,ID0035,1
FFB00155,food39,2023-03-24 23:32:59.815151,ID0035,5
FFB00301,food04,2023-04-21 07:09:25.815151,ID0029,2
FFB00380,food26,2023-03-27 05:09:04.815151,ID0064,4
FFB00302,food05,2023-04-08 23:44:25.815151,ID0007,1
FFB00254,food23,2023-04-21 13:13:02.815151,ID0063,2
FFB00274,food40,2023-04-06 22:21:20.815151,ID0065,4
FFB00372,food36,2023-04-19 22:34:57.815151,ID0054,3
FFB00080,food44,2023-04-14 09:25:39.815151,ID0081,2
FFB00128,food32,2023-04-20 00:20:33.815151,ID0083,1
FFB00432,food33,2023-04-18 00:51:24.815151,ID0048,2
FFB00288,food20,2023-03-24 12:13:44.815151,ID0048,3
FFB00150,food39,2023-04-10 18:01:50.815151,ID0023,3
FFB00450,food39,2023-04-17 16:10:30.815151,ID0033,1
